申论题ID,年份,考试类型,地区/系统,卷别/类别,题号,子题号,题型一级,题型二级,题干_V3可用版,作答要求_V3可用版,材料范围,分值,字数要求,主题标签,关联材料编号,来源文件,V3置信度,V3清洗动作,V3问题标记
SL-00508,2015,省考,新疆,通用卷,1,,综合分析,解释评价/启示分析,请分析导致这种改变发生的主要原因。（20分）,紧扣材料，全面、准确、有条理，不超过300字。,，；4~5；6,20,不超过300字,基层治理,新疆-2015-未知-M2；新疆-2015-未知-M4；新疆-2015-未知-M6,2015年425公务员联考《申论》（新疆兵团卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00509,2015,省考,新疆,通用卷,1,,综合分析,解释评价/启示分析,（一）根据给定材料，分析概括当前国民阅读的主要特点及其原因。,内容全面，条理清楚。篇幅不超过200字。,，；，；4，,,不超过200字,公共服务；文化教育,新疆-2015-未知-M2；新疆-2015-未知-M4；新疆-2015-未知-M6,2015年新疆公务员考试《申论》卷及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00510,2016,省考,新疆,通用卷,1,.1,提出对策,对策措施,"给定材料3提到“创业成功是一个小概率的事件”。请你根据给定材料3，就大学生如何提高创业
成功率提出建议。(20分)",(1)观点明确，建议可行；(2)语言简洁，有逻辑性；(3)不超过200字。,1—2；3；3，,15,不超过200字,,新疆-2016-未知-M3；新疆-2016-未知-M4,2016年423联考《申论》真题（新疆卷）及答案.pdf,高,通过强清洗，可进入候选池,
SL-00511,2016,省考,新疆,通用卷,1,.2,归纳概括,概括要点,"假定你是有关部门的一名工作人员，准备将“比逗咖啡馆”的创业经验向广大学生进行推介。请
根据给定材料4—6，归纳总结“比逗咖啡馆”的主要成功经验。(20分)",内容准确全面，总结有深度、有条理。字数不超过300字。,1—2；3；3，,15,不超过200字,,新疆-2016-未知-M3；新疆-2016-未知-M4,2016年423联考《申论》真题（新疆卷）及答案.pdf,高,通过强清洗，可进入候选池,
SL-00512,2016,省考,新疆,通用卷,1,.3,文章写作,大作文/议论文,"英国登山家乔治·马洛里的名句：“因为山在那里!”影响了无数勇于探索，勇于攀登的人。请你
从给定材料出发，联系实际，以“创业者心中的山”为题写篇文章。(45分)","(1)自选角度；(2)参考给定材料，不拘泥给定材料；(3)思路清晰，逻辑严谨；(4)1000—1200
字。",1—2；3；3，,15,不超过200字,,新疆-2016-未知-M3；新疆-2016-未知-M4,2016年423联考《申论》真题（新疆卷）及答案.pdf,高,通过强清洗，可进入候选池,
SL-00513,2017,省考,新疆,通用卷,1,1,综合分析,解释评价/启示分析,根据材料3，概括当前社会上求快风气产成的原因。（10分）,全面、准确、简明，有条理，不超过150字。,3，,10,不超过150字,,新疆-2017-未知-M4；新疆-2017-未知-M3；新疆-2017-未知-M2；新疆-2017-未知-M1；新疆-2017-未知-M5；新疆-2017-未知-M8,2017年422公务员联考《申论》新疆卷及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00514,2017,省考,新疆,通用卷,1,2,综合分析,解释评价/启示分析,根据给定材料4，总结D公司的成功对于企业适应新常态有哪些值得借鉴的经验。（20分）,"（1）紧扣资料，内容具体；
（2）分析透彻，条理清晰；
（3）字数不超过300字。",4，；，,20,不超过300字,,新疆-2017-未知-M4；新疆-2017-未知-M3；新疆-2017-未知-M2；新疆-2017-未知-M1；新疆-2017-未知-M5；新疆-2017-未知-M8,2017年422公务员联考《申论》新疆卷及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00515,2017,省考,新疆,通用卷,1,3,贯彻执行,应用文/事务文书,"为推进休闲生活旅游城市建设，A市政府将召开由市民代表、专家学者参加的座谈会，市长将在会上
要作开篇讲话，请你结合材料1-2，为市长草撰一份会议讲话提纲。（30分）",切合主题，内容具体；条理清楚，层次分明；不超过300字。,1-2，,30,不超过300字,城市治理；文化教育,新疆-2017-未知-M4；新疆-2017-未知-M3；新疆-2017-未知-M2；新疆-2017-未知-M1；新疆-2017-未知-M5；新疆-2017-未知-M8,2017年422公务员联考《申论》新疆卷及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00516,2017,省考,新疆,通用卷,1,4,文章写作,大作文/议论文,"材料6中多次出现“无用”一词，参考给定材料，结合你对“无用”一词的理解，自拟题目，写一
篇文章。（40分）","自选角度，立意明确；联系实际，不拘泥于“给定材料”；思路清晰，语言流畅；总字数1000-1200
字。",6；，,40,1000-1200字,,新疆-2017-未知-M4；新疆-2017-未知-M3；新疆-2017-未知-M2；新疆-2017-未知-M1；新疆-2017-未知-M5；新疆-2017-未知-M8,2017年422公务员联考《申论》新疆卷及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00517,2017,省考,新疆,通用卷,2,,综合分析,解释评价/启示分析,根据资料4，分析D公司成立应对新常态的主要经验。（20分）,"1.全面、准确、简
明；2.条理清晰；3.不超过250字。",4，,20,不超过250字,,新疆-2017-未知-M4；新疆-2017-未知-M3；新疆-2017-未知-M2；新疆-2017-未知-M1；新疆-2017-未知-M5,2017年422公务员联考《申论》新疆卷及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00535,2022,省考,新疆,通用卷,1,1,综合分析,解释评价/启示分析,根据给定材料1，请谈谈“全量信息表”在岩棋县基层工作中所起的作用？（15分）,"（1）分析全面、准确；
（2）字数不超过250字。",1，,15,不超过250字,基层治理,新疆-2022-未知-M1；新疆-2022-未知-M2；新疆-2022-未知-M3；新疆-2022-未知-M4,2022年公务员多省联考《申论》题（新疆县乡卷）.pdf,高,通过强清洗，可进入候选池,
SL-00536,2022,省考,新疆,通用卷,1,2,申论综合,待细分,"根据给定材料2，请谈谈吉石县在减轻村级组织负担，激发干事动力方面做了哪些工作。
（20分）",全面，准确，有条理，不超过300字。,2，,20,不超过300字,基层治理,新疆-2022-未知-M1；新疆-2022-未知-M2；新疆-2022-未知-M3；新疆-2022-未知-M4,2022年公务员多省联考《申论》题（新疆县乡卷）.pdf,高,通过强清洗，可进入候选池,
SL-00537,2022,省考,新疆,通用卷,1,3,提出对策,对策措施,"根据给定材料3，请梳理一些小区在成立业主委员会上存在哪些问题，并分别提出解决
建议。（25分）","问题梳理全面，准确有条理，建议与问题相对应，对策具体可行，字数不超过400
字。",3，,25,不超过400字,城市治理,新疆-2022-未知-M1；新疆-2022-未知-M2；新疆-2022-未知-M3；新疆-2022-未知-M4,2022年公务员多省联考《申论》题（新疆县乡卷）.pdf,高,通过强清洗，可进入候选池,
SL-00538,2022,省考,新疆,通用卷,1,4,贯彻执行,应用文/事务文书,"中青班即将举办结业仪式，假如由你代表全体学员发言，交流此次一线抗疫的心得和
收获，请结合给定材料4，拟写这份发言稿。（40分）","（1）紧扣资料，内容全面；
（2）条理清晰，语言生动感动；
（3）800-1000字。",4，；，,40,800-1000字,,新疆-2022-未知-M1；新疆-2022-未知-M2；新疆-2022-未知-M3；新疆-2022-未知-M4,2022年公务员多省联考《申论》题（新疆县乡卷）.pdf,高,通过强清洗，可进入候选池,
SL-00539,2004,省考,云南,通用卷,1,.1,提出对策,对策措施,请针对材料所反映的问题，用不超过300字的篇幅，提出解决给定材料所反映问题的方案。,要有条理的说明，要体现针对性和可操作性。(30 分),,20,不超过200字,,云南-2004-未知-M30；云南-2004-未知-M1,2004年云南省公务员考试《申论》真题（市县乡）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00540,2004,省考,云南,通用卷,1,.2,综合分析,解释评价/启示分析,就所给定材料所反映的问题，用1000字左右的篇幅，自选角度，自拟标题进行论述。,"观点明确，层次清楚，内容充实，论述深刻，有说服力。(50分)
2004 年云南省公务员考试《申论》真题（市、县、乡）",,20,不超过200字,,云南-2004-未知-M30；云南-2004-未知-M1,2004年云南省公务员考试《申论》真题（市县乡）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00544,2006,省考,云南,通用卷,1,.1,提出对策,对策措施,"请用300字以内的篇幅，从政府制定政策和措施的角度，就如何解决给定的材料所反映的
问题，提出对策和建议。要求：条理清晰，有针对性，切实可行。(30分)","归纳全面，观
点明确，条理清楚，语言流畅。(20分)
2.请用300字以内的篇幅，从政府制定政策和措施的角度，就如何解决给定的材料所反映的
问题，提出对策和建议。要求：条理清晰，有针对性，切实可行。(30分)
3.就给定材料所反映的问题，用1000字左右的篇幅，自选角度，自拟标题进行论述。
要求：观点明确，层次清楚，内容充实，论述深刻，有说服力。(50分)
2006 年云南省公务员考试《申论》真题",，,20,不超过300字,文化教育,云南-2006-未知-M30,2006年云南省公务员考试《申论》真题及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00545,2006,省考,云南,通用卷,1,.2,综合分析,解释评价/启示分析,就给定材料所反映的问题，用1000字左右的篇幅，自选角度，自拟标题进行论述。,"观点明确，层次清楚，内容充实，论述深刻，有说服力。(50分)
2006 年云南省公务员考试《申论》真题",，,20,不超过300字,文化教育,云南-2006-未知-M30,2006年云南省公务员考试《申论》真题及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00555,2016,省考,云南,通用卷,1,1,综合分析,解释评价/启示分析,根据给定材料1、2，概括当代社会中“90后”群体开展创业的优势。(10分),内容全面、观点明确、语言简洁。不超过200字。,1、2，,10,不超过200字,,云南-2016-未知-M1；云南-2016-未知-M3；云南-2016-未知-M6,2016年423公务员联考《申论》真题（内蒙、云南卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00556,2016,省考,云南,通用卷,1,2,归纳概括,概括要点,"假定你是有关部门的一名工作人员，准备将“比逗咖啡馆”的创业经验向广大学生进行推介，
请根据给定材料3～5，归纳总结“比逗咖啡馆”的主要成功经验。（20分）",内容准确全面，总结有深度、有条理。字数不超过300字。,3～5，,20,不超过300字,,云南-2016-未知-M1；云南-2016-未知-M3；云南-2016-未知-M6,2016年423公务员联考《申论》真题（内蒙、云南卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00557,2016,省考,云南,通用卷,1,3,贯彻执行,应用文/事务文书,"假如你是某大学就业指导中心的工作人员，受邀为即将毕业的大学生做一次关于“创业”的专
题报告，请你结合给定材料6，为其草拟一份讲话稿。（25分）",观点明确，建议可行，语言简洁，有逻辑性。不超过350字。,6，,25,不超过350字,公共服务,云南-2016-未知-M1；云南-2016-未知-M3；云南-2016-未知-M6,2016年423公务员联考《申论》真题（内蒙、云南卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00558,2016,省考,云南,通用卷,1,4,文章写作,大作文/议论文,"参考给定材料，结合当前政府推动“大众创业，万众创新”的社会形势，围绕“众筹：金钱之
外的价值”，自选角度，自拟题目，写一篇文章。（45分）",观点明确，认识深刻，内容充实，结构完整，逻辑清晰，语言流畅。1000～1200字。,，,45,1000～1200字,科技创新,云南-2016-未知-M1；云南-2016-未知-M3；云南-2016-未知-M6,2016年423公务员联考《申论》真题（内蒙、云南卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00561,2018,省考,云南,通用卷,1,,综合分析,解释评价/启示分析,根据材料1、2，归纳概括出小童被评选为“全市十佳科技特派员”的原因。（15分）,全面、准确、简明，有条理，字数不超过200字。,1、2，；3，；4，,15,不超过200字,基层治理；科技创新,,2018年421联考《申论》真题（云南）及答案.pdf,高,通过强清洗，可进入候选池,
